Episode,market_share_predict
CinéMAX,1.5
CinéMAX,1.2
CinéMAX,0.1
Sons of Anarchy,0.4
Sons of Anarchy,0.9
Sons of Anarchy,2.3
The Girlfriend Experience,0.7
The Girlfriend Experience,0.7
Téléjournal 02h w-e,2.2
Téléjournal nuit w-e,2.2
Téléjournal 03h w-e,2.2
Téléjournal 03h30 w-e,2.2
Téléjournal 04h w-e,2.2
Téléjournal 04h30 w-e,0.1
Téléjournal 05h00 w-e,0.1
RDI matin 05h30 w-e,0
RDI matin 06h00 w-e,0.2
RDI matin 06h30 w-e,0.2
RDI matin 07h00 w-e,0.2
RDI matin 07h30 w-e,0.2
RDI matin 08h00 w-e,0.4
RDI matin 08h30 w-e,0.4
RDI matin 09h00 w-e,0.4
RDI matin 09h30 w-e,0.4
L'info 10h00 w-e,0
L'info 10h30 w-e,0
L'info 11h00 w-e,0
L'info 11h30 w-e,0.6
Téléjournal midi w-e,1
Téléjournal 12h30 we,1
Podium,0.3
L'info 13h30 w-e,0.6
L'info 14h00 w-e,1
L'info 14h30 w-e,0.1
L'info 15h00 w-e,2.2
L'info 15h30 w-e,2.2
L'info 16h00 w-e,2.2
Journal France 2,2.2
Téléjournal 17h w-e,0.7
Rad,0.3
Téléjournal 18h w-e,0.7
Téléjournal 18h30 we,0.7
"National, Le w-e",0.3
"National, Le w-e",0.3
Découverte,0.1
Téléjournal 21h w-e,0.9
"21e, Le",0.1
National 22h30 w-e,0.2
Semaine verte,0.3
Téléjournal 00h w-e,0.1
Téléjournal 00h30 w-e,0.1
Téléjournal 01h w-e,0.7
Téléjournal 01h30 w-e,0.7
Le résident,5.8
L'enquête,0
Queen of the South: naissance d’une reine,0
Scandale,0.1
Détectives privés,0
Détectives privés,0.1
Heartland,0.1
Heartland,0.1
NCIS,2
NCIS: Los Angeles,0.4
NCIS: Nouvelle-Orléans,0.4
Code Black,0.7
Rizzoli & Isles,1
Soupçon de magie,1
Soupçon de magie,1
Soupçon de magie,1.7
Soupçon de magie,1.7
Les lettres orphelines,1
Les lettres orphelines,1
NCIS,0.5
NCIS: Los Angeles,1.1
NCIS: Nouvelle-Orléans,5.6
Crimes majeurs,4.6
NCIS: Nouvelle-Orléans,5.8
Cinéma,0
Classé XXX (M),4.3
Classé XXX (M),4.3
Classé XXX (M),3.5
Classé XXX (M),0
Classé XXX (M),0
Les HYP-GAGS de Messmer (M),0
Les HYP-GAGS de Messmer (M),0
Les HYP-GAGS de Messmer (M),0
Remorquage à South Beach (M),0
Remorquage à South Beach (M),0
Remorquage à South Beach (M),0
Remorquage à South Beach (M),0
Remorquage à South Beach (M),0
Prêt sur gage de l'enfer (M),0
Prêt sur gage de l'enfer (M),0
Prêt sur gage de l'enfer (M),0
Prêt sur gage de l'enfer (M),0
Diesel Brothers V.F.,0
Seuls et tout nus,0
Seuls et tout nus,0
Cinéma,0.2
Cinéma,0.8
Week-end de bois,0.1
Ceci n'est pas un talk show,0.3
Route en déroute,0.1
Comédie sur mesure,0.3
Ballers V.F.,0.3
Ballers V.F.,0.7
Vikings,0.7
South Park (M),0.1
South Park (M),0
South Park (M),0
South Park (M),0
South Park (M),0
South Park (M),0
Les Grandes Gueules s’animent!,2.5
Les Grandes Gueules s’animent!,2.5
Bravest Warriors,0.6
Cupcake et Dino: Services en tout genre,0.6
Le magicien d'Oz : Dorothy et ses amis,1.2
Le magicien d'Oz : Dorothy et ses amis,1.2
Le Tom Et Jerry Show,2.5
Unikitty,4.1
Unikitty,4.1
Cracké,0.6
Teen Titans GO!,4.1
Teen Titans Go!,4.1
Les 3 Amigonautes,2.5
Winston et Dudley Ding Dong,0.1
Mini-tuques,1.7
Mini-tuques,0.7
Cracké,0.7
Le Tom Et Jerry Show,1.7
Le magicien d'Oz : Dorothy et ses amis,1.7
Le magicien d'Oz : Dorothy et ses amis,1.5
"Va-t'en, Licorne!",1.7
Cupcake et Dino: Services en tout genre,1.7
Chop Chop Ninja,0.3
LEGO Ninjago,0.6
Garderie extrême,1.5
Unikitty,1.5
Unikitty,0.4
Teen Titans GO!,0.4
Teen Titans GO!,1.5
Ben 10,1.5
Ben 10,0.4
"Pokémon, la série : Soleil et Lune - Ultra-Légendes",1.5
LEGO Ninjago,1.5
Yu-Gi-Oh! ARC-V,1.5
Bakugan: Battle Planet,0.7
Marvel's Avengers: Ultron Revolution,0.7
Beyblade Burst,0.7
Les Tortues Ninja,1.7
Garderie extrême,1.6
"Va-t'en, Licorne!",1.6
Cupcake et Dino: Services en tout genre,0.2
Unikitty,0.3
Unikitty,0.3
Teen Titans Go!,0.3
Teen Titans Go!,0.3
Les Simpson,4
LEGO Ninjago,4
Chop Chop Ninja,4
Bravest Warriors,1.1
Au pays des Têtes à claques,4
Faut pas rêver!,0.4
Les Simpson,0.6
American Dad!,0.9
Robot Chicken,0.6
Robot Chicken,1.8
Robot Chicken,1.8
Robot Chicken,1.8
Les Simpson,1.8
Les Grandes Gueules s’animent!,1.8
American Dad!,0.5
Robot Chicken,1.4
Robot Chicken,1.4
Robot Chicken,1.4
Robot Chicken,0.5
Robot Chicken,0.5
Robot Chicken,1.2
SP: Semaine Requins,4.7
SP: Semaine Requins,4.7
Billions V.F.,11.1
Fort comme un roc,4.2
Le cosmos dans tous ses états,4.7
Machines de génie,1.9
SP: Semaine Requins,5.7
SP: Semaine Requins,2.4
SP: Semaine Requins,1.7
SP: Semaine Requins,0.9
SP: Semaine Requins,1.4
SP: Semaine Requins,1.3
SP: Semaine Requins,1.3
Les rois de la ferraille,4.3
Tanked V.F.,5.1
Le Brésil grandeur nature,1
Comédie Club 2015,0.7
Cauchemar sur l'autoroute,2.7
Texas Chrome,2.7
SP: Semaine Requins,1.3
SP: Nuit de l'humour,1.2
SP: Nuit de l'humour,7.1
SP: Nuit de l'humour,7.1
Arrange-toi avec ça,4.7
Arrange-toi avec ça,0.3
En famille,0
The Amazing Race Canada : Une course contre la montre (M),0
The Amazing Race Canada : Une course contre la montre (M),0
Friends (M),1.1
Friends (M),1.1
Friends (M),1.1
Friends (M),1.1
Friends (M),1.1
Jérémie (M),0
Jérémie (M),0
Jérémie (M),0
Jérémie (M),0
Jérémie (M),0
Code G.,0.3
Cinéma,0.3
Cinéma,0.8
Friends (M),0.3
Friends (M),0.3
Friends (M),0.3
Friends (M),0.7
Veep: Vice-présidente (M),0.1
Veep: Vice-présidente (M),0.7
Code G.,0.9
Code F.,0.3
D'un rire à l'autre,5.6
Complément de programme,0.5
Trait d'humour,5.6
Mon nouveau monde,2.5
Mission verte,4.9
Cochon dingue,0.6
Cochon dingue,0.7
Le 5e élément,0.1
Agrofun,1.8
Top science !,1.7
Pas plus bêtes que nous,1.7
Échappe-toi si tu peux,1.7
Échappe-toi si tu peux,1.7
Cochon dingue,0.3
Cochon dingue,0.3
Mission verte,0.7
Bizarroscope,0.6
Complément de programme,0.6
Mon nouveau monde,1.5
File d'attente,0.8
Tournée générale,0.3
Les fermiers,0.3
Sel et diesel,0.6
Documentaire,0.6
Complément de programme,1.6
Hors série,1.6
Bouffe en cavale,1.2
Complément de programme,0.3
De par chez nous,1
De par chez nous,1
Le p'tit cabaret,2.3
La galère,4.2
Le loup-garou du campus,5.1
Le loup-garou du campus,5.1
Dans une galaxie près de chez vous,0.9
Dans une galaxie près de chez vous,0.9
Complément de programme,0.8
D'un rire à l'autre,2.7
Complément de programme,0.8
Trait d'humour,0.8
Peaky Blinders,0
Cinéma,2.6
"Foire aux vanité, La",2.1
Variétés,0.5
"Contemporains, Les",1.2
5 degrés,0
"Cirque Alfonse : une affaire de famille, Le",0.1
Rock la vie,0
"Contemporains, Les",0.2
Variétés,0.4
Amour du country,1.9
"Foire aux vanité, La",2.1
Lumière sur…,0.7
Génie,0.3
Génie,0.3
Sherlock,0
Anne,1.1
Rétroviseur,0.9
Mr. Bean,0.1
Ici on chante,0.1
Pour emporter,0.5
Notre cinéma,0.8
Mr. Bean,2.1
Victoria,0.6
Victoria,1
Cinéma #2,0.5
Intermède,2.4
Moment V,13.6
V - Bonne nuit,6
NVL,6
Moment V,6
Moment V,6
NVL en bref,11.9
Moment V,6
NVL en bref,11.9
Moment V,6
NVL en bref,11.9
Infopublicité,6
Infopublicité,6
La guerre des clans,17.1
La guerre des clans,17.1
La guerre des clans,16.2
Ciné V,17.9
Ciné V,16.3
Les Simpson,4.6
Les Simpson,7.1
Coup de foudre,7.1
Un souper presque parfait,16.3
Un souper presque parfait,16.3
Rire et délire,11.2
Mets-y le Paquet,11.2
Ciné V,17.4
CSI: Cyber,17
911,14.3
NVL,13.7
Moment V,14.8
Moment V,14.8
Cinéma (fin de soirée w-e),2.6
Prog RDI w-e,6.7
Teletubbies,6.7
Zoobabu,6.7
Mike le chevalier,6.2
Kate et Mim-Mim,4.4
Boule et Bill,12.6
Super Wings,10.4
Peanuts,8.5
Toc toc toc,10.4
Yaya et Zouk,10.4
Jack et les camions,2.9
Les pyjamasques,7.6
Monsieur Bonhomme,7.6
"Roltronics, Les",1.4
Par ici la magie,2.8
Explique-moi ça,4.6
Garfield & cie,2.9
Vite pas vite,6.4
Vite pas vite,3.2
Sous les mers,2.4
Drôle de blagues,2.6
Noterythme,2.8
Motel monstre,4.1
En direct Ici... prog loc,1.5
Cinéma AM,9.9
Ricardo,1.7
Fête du Canada 2019,9.9
Ricardo,7
Ciné-fraîcheur,7
Monk,7.1
Rizzoli & Isles,7.1
Téléjournal 18h,7.1
Voeux fédéraux,13.8
Un gars une fille - Prog loc,7.1
Des squelettes dans le placard,7.3
Discussions avec mes parents,12.3
La fête du Canada dans la capitale 2019,14
Téléjournal 22h00,10.6
Grand rire de…,16.1
Docteur Foster,7.1
Candice Renoir,15.8
Prog RDI sem,14.8
CINÉMA-MAISON,2.6
L'APPÂT,13.3
ESPRITS CRIMINELS,4.1
TVA NOUVELLES (NUIT - SD),6.7
LA VICTOIRE DE L'AMOUR,13.8
LA VICTOIRE DE L'AMOUR,4.1
CINÉ-CONGÉ,9.9
CINÉ-CONGÉ,9.9
CINÉMA CAFÉ,9.9
TVA NOUVELLES (12H - LV),1.7
PAUSE CINÉMA,7
INFOPUBLICITÉ,15.5
LES FEUX DE L' AMOUR,7.1
TOP MODÈLES,7.1
LES 400 COUPS !,7.1
TVA NOUVELLES (18H - LV),7.1
SUCRÉ SALÉ,8.1
ROUE DE FORTUNE CHEZ VOUS,10.3
REFUGE ANIMAL,12.3
FOUS DU BBQ,12.3
CHICAGO FIRE : CASERNE 51,10.9
MA MAISON BIEN-AIMÉE,10.6
TVA NOUVELLES (22h),10.6
SUCRÉ SALÉ,16.1
ROUE DE FORTUNE CHEZ VOUS,16.1
DOUBLE CINÉ-LUNE,4.3
DOUBLE CINÉ-LUNE,5.9
Banc public,0
Y'a du monde à messe,0
Conseils de famille,0
Conseils de famille,0
Cochon dingue,0
Chaplin,7
Chaplin,7
Chaplin,4.8
Zou,0
"Petite école d'Hélène, La",0
Simon,0
"Petit Prince, Le",0.1
Shaun le mouton,0
Cochon dingue,0
Calimero,0
Petit Ours Brun,0
"Famille Blaireau-Renard, La",0.2
Ping et ses amis,0.2
Peg + Chat,0.2
Peg + Chat,0
Passe-Partout,0
Robocar Poli,0.2
Robocar Poli,0.2
Top Wing - toutes ailes dehors,0
"Tribu Monchhichi, La",0.2
Digby le dragon,0
"Pat'Patrouille, La",0.2
"Frères Kratt, Les",0.1
ALVINNN!!! et Les Chipmunks,0.2
ALVINNN!!! et Les Chipmunks,1.1
"Show de M. Peabody et Sherman, Le",1.1
"Aventures de Ladybug et Chat Noir, Les",1.1
"As de la Jungle, Les",0.1
100% Animal,0.5
Y'a du monde à messe,0.2
Kebec,0.4
Banc public,0.4
De garde 24/7,1.5
"Frères Kratt, Les",0.4
Roi Julian! L'élu des lémurs,0.4
"Show de M. Peabody et Sherman, Le",0.4
"Aventures de Ladybug et Chat Noir, Les",0.4
"As de la Jungle, Les",0.3
Grizzy et les Lemmings,0.3
Top Wing - toutes ailes dehors,0.3
Salmigondis,0.3
Passe-Partout,0.3
Cochon dingue,0.3
Conseils de famille,0.3
Génial!,0.3
Point Doc,0.4
Cinéma,7.6
Y'a du monde à messe,0.7
Kebec,0
Sports 30 24h-6h,0.3
Sports 30 6h-13h30,0.3
LNH Joueurs autonomes,1.2
Sports 30 18h-24h,1.1
Sports 30 18h-24h,1.1
Baseball MLB,2.5
Sports 30 18h-24h,0.4
Filler,0.6
Tennis Wimbledon,6.4
Buzz,3.2
Buzz,0
Coup de foudre,0
Occupation Double Grèce Gala,0
OD+ en direct,0.3
Coup de foudre,0.7
Buzz,0.7
Buzz,0.7
Buzz,0.7
Buzz,0.7
Buzz,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0
CinéPlus,0.4
Marvel: les agents du S.H.I.E.L.D.,1
Marvel: les agents du S.H.I.E.L.D.,1.1
Buzz,1.3
Buzz,1.3
CinéPlus,0.7
Buzz,0.1
Buzz,0.1
La Jamaïque au goût de Marley,0.3
CinéPlus,0
Buzz,1.5
La Jamaïque au goût de Marley,0.1
Lendemain de veille à Bali,0.7
ROTATION COMP2 5A-5A,0.3
ROTATION COMP3 2A-2A,6.4
SOIREE2 7P-3A,6.4
SOIREE3 7P-5A,0.3
ROTATION COMP1 5A-3A,6.4
ROTATION COMP1 5A-3A,6.4
ROTATION COMP2 5A-5A,6.4
MATIN 5AM-12P,0.9
APRES-MIDI 12P-7P,0.6
SOIREE2 7P-3A,6.4
SOIREE3 7P-5A,6.4
SOIREE1 7P-1A,6.4
Le 5 à 7,0
Le 5 à 7,0.4
L'Antichambre,0.8
Panorama,9.9
Le 5 à 7,0.4
Le 5 à 7,0.4
Le 5 à 7,0.4
Tennis Wimbledon,3.1
Auto Mobil 1 The Grid,6.5
Auto F1 Magazine,6.5
Auto F1: Sur la Ligne de Départ,0
Auto Formule 1,9.4
Hors-Jeu 2.0 Prime,1.3
Football LCF,2.5
Sports 30 18h-24h,0.6
Sports 30 24h-6h,0.7
TVA NOUVELLES (22h),8.8
LE QUÉBEC MATIN WEEK-END,8.8
LCN/MAINTENANT,6.7
LCN/MAINTENANT,6.7
LCN/MAINTENANT,6.7
LCN/MAINTENANT,6.7
TVA NOUVELLES (12h - SD),7.2
TVA NOUVELLES (12h - SD),7.2
DENIS LÉVESQUE,4.1
LCN/MAINTENANT,6.7
LCN/MAINTENANT,6.7
LCN/MAINTENANT,6.7
LCN/MAINTENANT,5.8
LCN/MAINTENANT,5.8
LCN/MAINTENANT,12.3
LCN/MAINTENANT,12.3
LCN/MAINTENANT,12.3
TVA NOUVELLES (18h - LV),9.3
TVA NOUVELLES (18h - LV),9.3
DENIS LÉVESQUE,4.2
LCN/MAINTENANT,12.3
LCN/MAINTENANT,12.3
LCN/MAINTENANT,12.3
LCN/MAINTENANT,2.3
TVA NOUVELLES (22h),1.3
TVA NOUVELLES (22h),2
Questions pour un super champion,3.5
Tout le monde veut prendre sa place,11.5
Complément de programme,4.7
Un si grand soleil,2.9
Plus belle la vie,5.3
TV5 le journal,5.3
Complément de programme,5.3
C'est du Belge,5.3
TTC,0.2
Télématin,2
Journal Belge,1.8
Champions du monde,1
Parconaute,0.5
Aurore,0.8
Ça commence aujourd'hui,8.1
64' Le monde en Français,0.3
Station Horizon,2.4
Les secouristes de l'extrême,4.4
Journal Suisse,4.4
Des chiffres et des lettres,4.4
Un si grand soleil,0.9
Plus belle la vie,0.9
Tout le monde veut prendre sa place,5.9
Questions pour un champion,1.8
Journal de France 2,4.3
Documentaire conso,2.8
Destination francophonie,0.8
Pyramides : les mystères révélés,2.1
Documentaire,1.8
"Faits divers, l'Histoire à la une",2.5
TV5 le journal,1.9
L'invité TV5 Monde,13.6
Journal Afrique,7.5
Ça commence aujourd'hui,7.5
Nos chers voisins,7.5
Complément de programme,7.5
Fiction,5.3
Bye-Bye Maison! (M),4.7
Bye-Bye Maison! (M),4.7
Sauvez les meubles!,4.7
Marché conclu!,4.7
Devine qui vient garder?,4.7
Les gratteux,4.7
Bye-Bye Maison!,4.7
Comment rénover... sans trop se chicaner!,4.7
Proprio en otage (M),4.7
Proprio en otage (M),0.6
Proprio en otage (M),0.6
Proprio en otage (M),0.6
Flashpoint,3.3
Encan et flip au Texas,3.3
Mini-maisons sur mesure,0.9
La vie avec des quintuplées,1.2
Chopped : cuisiniers sous pression,1.2
Mon cinéma,1.3
Maison jackpot,2.3
Luxe au bord du lac,2.3
"J'aurais donc dû, docteur!",4.2
Encan et flip au Texas,3.6
"Jamie et Doug, enfin parents (M)",1.8
"Jamie et Doug, enfin parents (M)",0.8
"Jamie et Doug, enfin parents (M)",1.2
"Jamie et Doug, enfin parents (M)",1.2
C'est quoi ton plan? (M),1.7
C'est quoi ton plan? (M),1.7
C'est quoi ton plan? (M),1.7
C'est quoi ton plan? (M),1.7
Flashpoint,3.3
Mon cinéma,4.3
Ma Cabane au Canada,2.5
Ma Cabane au Canada,0.4
"Josh Gates, traqueur de mystères (3)",1
Les Vacances de Monsieur Bruno (2),1.4
Lydiane autour du monde,1.4
Avec ou sans cash (2),0
TRÉSORS VUS DU CIEL,2.5
PARCS AQUATIQUES DE L' EXTRÊME,0.3
PARCS AQUATIQUES DE L' EXTRÊME (2),0.3
TRÉSORS DES PIRATES DES CARAIBES,0.1
SUPER PARCS D'ATTRACTIONS AMÉRICAINS,0.1
CROISIÈRES DE RÊVE,0.6
Tout un festival,0.9
Benoit à la plage (2),0.4
Le Voyageur assoiffé,0.4
CHILLER AVEC FÉLIPÉ AU QUÉBEC,0.4
MISSION CAFÉ,1
Mission café,1
Mordu de la pêche (7),1.3
Bienvenue au camping,0.1
Maraton Man,0.4
Top 10 insolite,0.3
Hôtel Inspector,0.4
HÔTEL IMPOSSIBLE (4),0.4
HÔTEL DE LUXE,1
Avec ou sans cash (2),0.6
CHILLER AVEC FÉLIPÉ AU QUÉBEC,0.6
Humanité en péril!,1.6
"Moyen Âge, Québec",1.6
"Moyen Âge, Québec",1.6
Les armuriers,2.9
Les armuriers,0.5
Profession: brocanteur,2.7
FantomWorks: mécanos d'exception,0.7
FantomWorks: mécanos d'exception,0.6
FantomWorks: mécanos d'exception,1
Yukon à vendre,1.7
Yukon à vendre,1.7
Yukon à vendre,2.7
Yukon à vendre,2.7
Yukon à vendre,0.5
Yukon à vendre,0.5
Yukon à vendre,0.5
Yukon à vendre,0.5
Yukon à vendre,0.9
Yukon à vendre,0.9
Yukon à vendre,0.9
Yukon à vendre,0.9
Les plus belles maisons du Canada,1.1
Montréal 1976: le rêve olympique,0.5
Trésors décodés,1.4
Trésors décodés,0.3
Le mystère de l’or confédéré,0.7
La malédiction d'Oak Island,1.3
La malédiction d'Oak Island,1.3
Nos ancêtres les extraterrestres,3.3
Nos ancêtres les extraterrestres,2.4
Nos ancêtres les extraterrestres,5.7
CinéMAX,2.3
911,2.9
SQ,0
SQ,0
Un souper presque parfait,1.4
Un souper presque parfait,1
Un souper presque parfait,1
Un souper presque parfait,0.6
Un souper presque parfait,1.4
CinéMAX,1.4
X-Files: aux frontières du réel,1
La loi et l'ordre: crimes sexuels,0.7
Le mentaliste,0.7
Le mentaliste,0.7
Le mentaliste,0.7
Le mentaliste,2.8
Le mentaliste,2.8
La loi et l'ordre: crimes sexuels,2.8
Chicago Med,1.3
Lucifer,0.6
Sons of Anarchy,2.3
Sons of Anarchy,2.3
Sons of Anarchy,0.4
Dr House,0.1
CinéMAX,2.3
Téléjournal 02h w-e,6.4
Téléjournal nuit w-e,6.4
Téléjournal 03h w-e,6.4
Téléjournal 03h30 w-e,6.4
Téléjournal 04h w-e,6.4
Téléjournal 04h30 w-e,0
Téléjournal 05h00 w-e,0
RDI matin 05h30 sem,0.3
RDI matin 06h00 sem,0.3
RDI matin 06h30 sem,0.3
RDI matin 07h00 sem,0.3
RDI matin 07h30 sem,0.4
RDI matin 08h00 sem,0.4
RDI matin 08h30 sem,0.6
RDI matin 09h00 sem,0.6
RDI matin 09h30 sem,0.6
L'info 10h00 sem,0
L'info 10h30 sem,0
L'info 11h00 sem,0
Fête du Canada,0.4
L'info 13h30 sem,0.1
L'info 14h00 sem,0.1
L'info 14h30 sem,1
L'info 15h00 sem,1.3
L'info 15h30 sem,1.3
L'info 16h00 sem,1.3
Journal France 2,1.3
Téléjournal 17h sem,0.7
Téléjournal 17h30 sm,0.7
Téléjournal 18h sem,0.7
Vocation : leader,0.3
National 19h00 sem,0.3
National 19h30 sem,0.3
Grands reportages,0.1
Téléjournal 21h sem,0.9
"Le Granada, 90 ans d'histoire",0.3
Téléjournal 22h sem,0.4
"National, Le",0
Téléjournal 23h00 sm,0.4
"National, Le",6.4
Téléjournal 00h00 sm,0.1
Téléjournal 00h30 sem,0.1
Téléjournal 01h sem,0.7
Téléjournal 01h30 sm,0.7
Une femme exemplaire,10.3
Code Black,0
Instinct,0
Bienvenue à Schitt's Creek,0
Bienvenue à Schitt's Creek,0
La Firme,0
Demain nous appartient,0
Demain nous appartient,0
Soupçon de magie,0.2
NCIS,0.2
"Mélinda, entre deux mondes",1.1
Heartland,0.2
Hawaii 5-0,0.2
Demain nous appartient,0.4
Demain nous appartient,0.4
Instinct,0.2
Mariées au hockey,1.5
Crimes majeurs,0.4
NCIS,0.4
NCIS: Nouvelle-Orléans,0.4
Élémentaire,0.4
NCIS: Nouvelle-Orléans,0.4
NCIS: Los Angeles,0.3
NCIS,1.1
Rizzoli & Isles,5.7
Blue Bloods,2
Élémentaire,10.3
South Park (M),0.8
South Park (M),0.8
South Park (M),0.8
South Park (M),0.8
Classé XXX,0
Infiltration,0
South Park,5.3
South Park,5.3
Remorquage à South Beach,0
Remorquage à South Beach,0
Comment c'est fait,0
Direct dans l'net,0
Route en déroute,0
Comédie sur mesure,0
Ceci n'est pas un talk show,0
Roast Battle: le grand duel,0
Les pires chauffards canadiens,0
Face Off,1.1
Remorquage à South Beach,0
Remorquage à South Beach,0
Arrow,0
Seuls et tout nus,0.1
Seuls et tout nus,0.1
Expédition extrême,0.2
Expédition extrême,0.3
Face Off,0.1
Top Gear,0.3
Diesel Brothers V.F.,0.1
Américars : rapides et musclés,0.1
Animal Kingdom V.F.,0.1
Westworld V.F.,0.7
South Park,0.8
Classé XXX,0.6
Infiltration,0
Les Grandes Gueules s’animent!,2.5
Les Grandes Gueules s’animent!,2.5
Bravest Warriors,1.2
Cupcake et Dino: Services en tout genre,1.2
Le magicien d'Oz : Dorothy et ses amis,1.2
Le magicien d'Oz : Dorothy et ses amis,1.2
Le Tom Et Jerry Show,2.5
Unikitty,4.1
Unikitty,4.1
Cracké,1.2
Teen Titans GO!,4.1
Teen Titans Go!,4.1
Les 3 Amigonautes,2.5
Toon Marty,0
Frankie et les ZhuZhu Pets,0.7
Cracké,0.7
Bugs et les Looney Tunes,0.7
Bugs et les Looney Tunes,0.7
Ben 10,0.7
Ben 10,1.5
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",1.5
Les Fous Du Volant,1.5
Les Fous Du Volant,1.7
Teen Titans Go!,1.9
Teen Titans Go!,2.5
Teen Titans GO!,1.7
Teen Titans Go!,1.5
LEGO Nexo Knights,1.5
Chop Chop Ninja,0.4
Le Tom Et Jerry Show,1.5
Les 3 Amigonautes,0.4
Winston et Dudley Ding Dong,1.5
Mysticons,0.4
Hotel Transylvania,0.4
Il pleut des hamburgers,0.4
Unikitty,0.4
Unikitty,0.4
Bunnicula,0.4
Bunnicula,0.4
Bugs et les Looney Tunes,0.4
Bugs et les Looney Tunes,1.8
Teen Titans Go!,0.3
Teen Titans Go!,0.4
Teen Titans Go!,1.6
Teen Titans Go!,0.3
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",2.2
Ben 10,1.6
Ben 10,2.2
Chop Chop Ninja,0.8
LEGO Nexo Knights,0.8
Unikitty,0.8
Unikitty,0.3
Les Simpson,4
Teen Titans GO!,4
Teen Titans GO!,4
Teen Titans Go!,4
Teen Titans Go!,4
Bravest Warriors,1.5
Au pays des Têtes à claques,4
Faut pas rêver!,0.4
Les Simpson,0.6
Family Guy,0.4
Les Grandes Gueules s’animent!,0.6
Robot Chicken,2.4
Robot Chicken,1.8
Les Simpson,2.4
Family Guy,0.4
Les Grandes Gueules s’animent!,1.4
Robot Chicken,1.4
Robot Chicken,1.4
Family Guy,1.5
Les Grandes Gueules s’animent!,0.5
SP: Nuit de l'humour,8.8
SP: Nuit de l'humour,8.8
Le Brésil grandeur nature,0.9
Un tueur si proche,0.1
Billions V.F.,0.9
La guerre des transports,2.4
Fugitifs,3.3
Body Language,3.3
Patrouille en direct,0.6
Patrouille en direct : policières,1.2
Routiers de l'Outback,1.8
Le Brésil grandeur nature,2.4
Douanes sous haute surveillance,3.6
Douanes sous haute surveillance,3.6
Un tueur si proche,0.2
Choc des bolides,3.6
Cauchemar sur l'autoroute,3.6
MAYDAY,1
Accident de star,0.7
Célèbres et fauchés,0.3
Machines de génie,1.4
Tanked V.F.,1.4
Le cosmos dans tous ses états,3.6
La ruée vers l'or : Dakota Boys,0.9
Douanes sous haute surveillance (M),9.8
Douanes sous haute surveillance (M),9.8
Douanes sous haute surveillance (M),0.9
Douanes sous haute surveillance (M),0.9
Backstage : Les coulisses du succès,0
Les testeurs,0
Les enfants Roy,0
Le Studio,0
Le Studio,0
Awkward.,0
Beauty & the Beast,0
Smallville,0
Diva de l'au-delà,0.7
Friends (M),0.1
Friends (M),0.1
Code All Stars,0
Jérémie,0
Les Frères Scott,0.1
The Amazing Race Canada : Une course contre la montre (M),0.1
The Amazing Race Canada : Une course contre la montre (M),0.5
Le studio,0.1
Awkward.,0.4
Jérémie,0.3
Mom V.F.,0.1
Friends (M),0.3
Friends (M),0.3
Cinéma,0.8
Diva de l'au-delà,0.1
Mom V.F.,0.1
2 filles fauchées,0.3
Cinéma,1.4
Court métrage,1.2
Complément de programme,1.2
La galère,7.6
Complément de programme,1.2
Sur la route des jardins,2.8
Complément de programme,1.2
Radio Enfer,4.9
Complément de programme,1.2
Watatatow,4.9
Complément de programme,0.5
Émissions jeunesse AM 1,2.4
Radio Enfer,0.4
Complément de programme,0.6
Watatatow,0.8
Complément de programme,0.6
Fous des animaux,0.4
2050 dans votre assiette,1.5
Les fermiers,0
Vu de l'intérieur,0
Filles de moto,0.7
Canada plus grand que nature,0.6
À fond de train,0.3
Émissions jeunesse PM 1,1.5
Radio Enfer,0.3
Complément de programme,0.1
Watatatow,1.4
Complément de programme,1
Cochon dingue,0.6
Bizarroscope,1.5
Complément de programme,1.6
Tournée générale,1.5
Complément de programme,1.4
Sel et diesel,2.1
Histoires de chars,0.4
Documentaire,0.2
Complément de programme,0.8
Hors série,0.4
Les fermiers,1.1
File d'attente,1.3
Complément de programme,0.8
Garde-manger,1.9
Complément de programme,1.2
Fais-moi peur!,1.6
Complément de programme,1.2
Sel et diesel,0.8
Complément de programme,1.2
Mission X,0.1
Documentaire,0
Variétés,0.1
100% local,0
Génie,0.1
Downton Abbey,2.1
"Appel du cœur, L'",1.2
Génie,0.1
Génie,1.7
Sherlock,0.3
Anne,0.9
"Main à la pâte, La",0.2
"Appel du cœur, L'",1
"Appel du cœur, L'",1
Cormoran,4
Cormoran,4
Amour du country,0.2
Lundi culture,0.5
Lundi culture,0.2
Pour emporter,3.8
Variétés,1.8
"Contemporains, Les",0.4
Lumière sur…,0
V - Bonne nuit,7.3
NVL,7.3
Moment V,7.3
Moment V,6
NVL en bref,16
Moment V,6
NVL en bref,16
Moment V,6
NVL en bref,16
Infopublicité,7.3
Infopublicité,7.3
La guerre des clans,17.1
La guerre des clans,17.1
La guerre des clans,16.2
Ciné V,17.9
Ciné V,16.3
Les Simpson,3
Les Simpson,12.2
Coup de foudre,12.2
Un souper presque parfait,16.3
Un souper presque parfait,16.3
Rire et délire,12.2
Rire et délire,12.2
